Employee_ID,Exit_Date,Primary_Reason_for_Leaving,Secondary_Reason,Like_Most_About_Company,Improvement_Areas
E-01722,2018-08-30 03:43:13.280413197,Compensation,Poor Leadership,Company values and mission.,Reduce micromanagement.
E-03924,2018-10-15 13:55:19.836127781,Management,Burnout,Learning opportunities.,Offer more career development programs.
E-02136,2020-09-11 21:02:24.714846982,Compensation,Company Culture,Learning opportunities.,Better leadership communication.
E-03819,2024-10-01 09:05:32.272924665,Job Role Mismatch,Commute,Flexible work arrangements.,Better leadership communication.
E-03850,2020-08-09 02:15:14.515433392,Career Growth,Lack of Training,Learning opportunities.,Better leadership communication.
E-06374,2019-06-30 15:54:47.960122653,Career Growth,Company Culture,The people and the challenging projects.,Improve compensation structure.
E-09036,2023-01-28 22:57:52.444519035,Career Growth,Poor Leadership,Supportive team environment.,Offer more career development programs.
E-04339,2012-03-23 11:21:26.565161122,Management,Commute,Flexible work arrangements.,Better leadership communication.
E-05391,2016-10-19 06:35:24.007841297,Job Role Mismatch,Company Culture,Flexible work arrangements.,Better leadership communication.
E-04477,2017-11-04 02:33:05.036020550,Compensation,Commute,Company values and mission.,More transparency in promotion decisions.
E-07526,2020-08-17 06:31:00.538360596,Work-Life Balance,Lack of Training,Supportive team environment.,Reduce micromanagement.
E-04990,2022-12-21 02:49:30.141739395,Compensation,Poor Leadership,Flexible work arrangements.,Reduce micromanagement.
E-01050,2020-04-13 21:37:37.509596169,Work-Life Balance,Commute,Learning opportunities.,Reduce micromanagement.
E-09134,2020-05-10 11:29:40.958257406,Compensation,Company Culture,Flexible work arrangements.,More transparency in promotion decisions.
E-00463,2017-07-21 22:42:44.049128863,Job Role Mismatch,Lack of Training,Flexible work arrangements.,Improve compensation structure.
E-05807,2017-09-06 01:57:39.099720054,Work-Life Balance,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-05065,2023-11-26 06:00:13.732591806,Management,Company Culture,Company values and mission.,Better leadership communication.
E-06782,2016-01-30 18:16:42.212862044,Compensation,Company Culture,Flexible work arrangements.,Offer more career development programs.
E-00587,2022-07-14 22:11:59.965250351,Compensation,Commute,Flexible work arrangements.,Better leadership communication.
E-03107,2017-11-01 11:57:20.309268138,Work-Life Balance,Burnout,Company values and mission.,Better leadership communication.
E-01548,2023-07-11 03:46:32.277338986,Management,Lack of Training,Supportive team environment.,Offer more career development programs.
E-05718,2018-07-01 22:37:19.907888165,Management,Commute,The people and the challenging projects.,Reduce micromanagement.
E-03250,2017-01-25 01:31:43.513604070,Job Role Mismatch,Company Culture,Company values and mission.,More transparency in promotion decisions.
E-07068,2013-07-03 17:15:31.902000585,Management,Commute,Company values and mission.,Improve compensation structure.
E-03334,2023-10-19 11:05:35.583998391,Management,Company Culture,Flexible work arrangements.,Better leadership communication.
E-00240,2023-11-18 07:35:38.810558667,Management,Poor Leadership,Flexible work arrangements.,Better leadership communication.
E-03411,2024-02-22 00:41:37.891355945,Career Growth,Company Culture,The people and the challenging projects.,Improve compensation structure.
E-09259,2019-06-19 01:13:12.581822806,Job Role Mismatch,Company Culture,Flexible work arrangements.,More transparency in promotion decisions.
E-00623,2023-07-22 16:05:37.675674435,Compensation,Company Culture,Learning opportunities.,Better leadership communication.
E-00770,2024-04-30 14:53:20.579472118,Work-Life Balance,Burnout,Flexible work arrangements.,Improve compensation structure.
E-03544,2020-11-17 19:34:14.907671967,Compensation,Company Culture,Flexible work arrangements.,Better leadership communication.
E-01488,2014-12-01 22:22:14.153218278,Job Role Mismatch,Lack of Training,Learning opportunities.,Reduce micromanagement.
E-07248,2020-04-15 14:28:23.989064683,Work-Life Balance,Lack of Training,The people and the challenging projects.,Reduce micromanagement.
E-07622,2022-07-20 06:59:18.059157470,Job Role Mismatch,Commute,Learning opportunities.,Better leadership communication.
E-06809,2017-09-03 22:22:46.059259560,Management,Burnout,Company values and mission.,Better leadership communication.
E-07327,2018-04-22 15:28:52.358698447,Work-Life Balance,Commute,Learning opportunities.,Reduce micromanagement.
E-06253,2023-03-12 12:35:22.927161502,Management,Lack of Training,Supportive team environment.,Better leadership communication.
E-04376,2020-08-29 05:42:37.085801659,Compensation,Lack of Training,Company values and mission.,More transparency in promotion decisions.
E-02318,2022-05-23 10:02:46.698286417,Compensation,Poor Leadership,Flexible work arrangements.,More transparency in promotion decisions.
E-04207,2017-10-24 17:59:56.366088903,Work-Life Balance,Company Culture,Company values and mission.,Offer more career development programs.
E-06680,2021-02-08 21:49:16.421948692,Work-Life Balance,Lack of Training,The people and the challenging projects.,More transparency in promotion decisions.
E-00255,2022-09-15 07:18:38.018783197,Job Role Mismatch,Commute,The people and the challenging projects.,Better leadership communication.
E-00828,2024-04-19 10:09:59.426863620,Job Role Mismatch,Commute,Learning opportunities.,Better leadership communication.
E-01559,2020-03-17 03:15:15.359190600,Management,Company Culture,Company values and mission.,Improve compensation structure.
E-04037,2023-06-30 22:57:31.906292497,Work-Life Balance,Company Culture,Flexible work arrangements.,More transparency in promotion decisions.
E-01094,2021-10-24 12:44:53.884245785,Compensation,Poor Leadership,The people and the challenging projects.,Reduce micromanagement.
E-02383,2020-05-28 10:49:15.828790543,Job Role Mismatch,Burnout,Flexible work arrangements.,Reduce micromanagement.
E-09302,2024-09-08 00:38:03.685515708,Job Role Mismatch,Commute,Supportive team environment.,Offer more career development programs.
E-07827,2021-08-31 11:21:45.797204323,Compensation,Company Culture,The people and the challenging projects.,Improve compensation structure.
E-02469,2023-11-26 02:08:01.537780179,Job Role Mismatch,Commute,Learning opportunities.,Reduce micromanagement.
E-08922,2017-05-01 10:29:39.371444983,Management,Company Culture,Supportive team environment.,Offer more career development programs.
E-09781,2022-05-10 04:34:43.126554238,Work-Life Balance,Lack of Training,Company values and mission.,More transparency in promotion decisions.
E-05079,2018-06-08 23:14:37.424484331,Compensation,Commute,Flexible work arrangements.,Improve compensation structure.
E-08297,2022-08-08 01:21:55.767536829,Work-Life Balance,Lack of Training,The people and the challenging projects.,Improve compensation structure.
E-00239,2022-06-25 03:10:22.631855150,Job Role Mismatch,Commute,Supportive team environment.,Better leadership communication.
E-01005,2024-08-30 12:43:43.041099235,Job Role Mismatch,Burnout,Supportive team environment.,More transparency in promotion decisions.
E-02259,2016-05-21 23:33:02.679224445,Compensation,Poor Leadership,The people and the challenging projects.,Improve compensation structure.
E-07219,2019-12-06 18:24:19.824395226,Management,Lack of Training,Company values and mission.,Offer more career development programs.
E-01565,2022-10-12 02:05:12.317998426,Career Growth,Company Culture,Company values and mission.,Reduce micromanagement.
E-08645,2024-01-04 02:50:26.602950756,Compensation,Burnout,Learning opportunities.,More transparency in promotion decisions.
E-06868,2022-05-07 15:43:49.511166933,Career Growth,Commute,Company values and mission.,More transparency in promotion decisions.
E-03688,2023-12-12 22:50:47.631474879,Career Growth,Lack of Training,Learning opportunities.,Improve compensation structure.
E-07714,2017-06-08 14:19:40.195212078,Management,Commute,Supportive team environment.,Improve compensation structure.
E-04808,2020-07-20 17:29:35.126539909,Career Growth,Commute,The people and the challenging projects.,Improve compensation structure.
E-00678,2019-10-24 06:48:22.713321271,Career Growth,Commute,Company values and mission.,Offer more career development programs.
E-02146,2014-04-29 01:39:25.707824210,Management,Poor Leadership,Learning opportunities.,Better leadership communication.
E-08707,2022-04-29 08:48:10.502918716,Career Growth,Poor Leadership,Supportive team environment.,Improve compensation structure.
E-01643,2023-09-04 06:33:00.469021866,Career Growth,Company Culture,Company values and mission.,Better leadership communication.
E-02563,2022-04-30 05:21:48.311858810,Career Growth,Lack of Training,Flexible work arrangements.,Better leadership communication.
E-05493,2021-04-03 05:42:38.691353436,Compensation,Burnout,Supportive team environment.,More transparency in promotion decisions.
E-06037,2022-11-03 17:57:58.219767708,Compensation,Burnout,Company values and mission.,Reduce micromanagement.
E-09834,2023-08-31 16:06:46.594371680,Compensation,Burnout,Supportive team environment.,Reduce micromanagement.
E-06468,2018-03-21 13:24:37.625172283,Management,Commute,The people and the challenging projects.,Offer more career development programs.
E-08031,2019-11-12 08:51:59.772960166,Job Role Mismatch,Poor Leadership,The people and the challenging projects.,Offer more career development programs.
E-08675,2022-10-18 23:32:35.467625523,Career Growth,Lack of Training,The people and the challenging projects.,Reduce micromanagement.
E-07505,2019-11-29 17:31:35.759664611,Career Growth,Commute,Flexible work arrangements.,Reduce micromanagement.
E-08060,2018-10-09 00:49:08.521067212,Management,Poor Leadership,The people and the challenging projects.,More transparency in promotion decisions.
E-06994,2020-06-07 17:30:56.492310447,Career Growth,Poor Leadership,Flexible work arrangements.,More transparency in promotion decisions.
E-03121,2017-09-19 00:42:21.077462168,Compensation,Lack of Training,The people and the challenging projects.,Reduce micromanagement.
E-06766,2021-05-14 06:27:19.191315787,Job Role Mismatch,Lack of Training,Supportive team environment.,Improve compensation structure.
E-03296,2022-03-23 06:33:31.205695972,Work-Life Balance,Lack of Training,Company values and mission.,Improve compensation structure.
E-04192,2024-06-15 23:29:41.462337782,Career Growth,Commute,Company values and mission.,More transparency in promotion decisions.
E-08364,2024-12-15 23:35:41.852785579,Compensation,Company Culture,The people and the challenging projects.,Better leadership communication.
E-02231,2018-03-24 08:07:27.204873490,Work-Life Balance,Lack of Training,Company values and mission.,Reduce micromanagement.
E-05766,2021-12-25 12:42:14.057000938,Job Role Mismatch,Company Culture,The people and the challenging projects.,Offer more career development programs.
E-09355,2019-09-23 02:04:38.306129989,Work-Life Balance,Commute,The people and the challenging projects.,Improve compensation structure.
E-09317,2024-08-12 13:01:36.712331151,Compensation,Company Culture,Learning opportunities.,Better leadership communication.
E-02009,2023-06-11 22:34:49.076289012,Work-Life Balance,Burnout,Learning opportunities.,Improve compensation structure.
E-01742,2016-02-24 04:34:55.505269769,Management,Company Culture,Learning opportunities.,Better leadership communication.
E-01581,2013-10-22 13:16:34.205562654,Work-Life Balance,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-06665,2016-06-09 10:31:42.663116590,Career Growth,Commute,Learning opportunities.,Reduce micromanagement.
E-05388,2023-06-20 18:23:32.409628274,Career Growth,Lack of Training,The people and the challenging projects.,Reduce micromanagement.
