Employee_ID,Survey_Date,Engagement_Score,Satisfaction_Score,Work_Life_Balance,Relationship_with_Manager,Career_Development_Opportunities,Performance_Rating_2024,Performance_Rating_2023,Training_Hours_Last_Year,Projects_Completed
E-00314,2024-06-30,4.4,4.4,3.4,4.6,3.0,4.3,3.7,52,3
E-00315,2024-06-30,4.7,3.7,3.9,4.3,2.5,3.7,4.0,60,4
E-00316,2024-06-30,4.0,4.5,2.6,3.8,2.5,4.5,3.9,98,6
E-00317,2024-06-30,4.3,4.6,3.3,3.8,2.8,4.1,3.7,33,6
E-00318,2024-06-30,3.8,3.2,4.3,4.9,3.5,4.2,4.3,18,8
E-00319,2024-06-30,4.2,4.6,2.7,4.6,3.8,3.8,3.3,31,6
E-00320,2024-06-30,3.9,5.0,4.5,4.5,3.1,4.1,3.8,36,7
E-00321,2024-06-30,4.0,4.1,2.8,4.2,2.7,3.7,3.6,70,2
E-00322,2024-06-30,4.3,4.3,4.1,4.8,2.8,4.4,4.5,97,5
E-00323,2024-06-30,3.6,4.5,3.2,3.8,3.1,3.6,3.7,74,4
E-00324,2024-06-30,5.0,3.9,2.7,4.5,3.1,4.0,4.6,74,3
E-00325,2024-06-30,3.5,4.1,3.2,4.0,3.3,3.9,3.6,23,3
E-00326,2024-06-30,3.4,3.3,3.9,4.1,2.7,3.5,3.8,29,1
E-00327,2024-06-30,4.6,4.1,3.5,4.5,3.3,3.7,4.2,54,1
E-00328,2024-06-30,4.4,4.2,4.3,4.1,3.3,4.1,3.4,48,3
E-00329,2024-06-30,4.3,4.3,4.5,4.0,2.8,3.7,4.4,93,10
E-00330,2024-06-30,4.3,4.5,2.7,4.0,2.0,3.8,3.8,90,3
E-00331,2024-06-30,4.0,3.6,2.6,3.4,2.5,4.1,4.0,39,7
E-00332,2024-06-30,3.6,3.7,2.6,4.5,3.9,4.3,4.0,86,9
E-00333,2024-06-30,4.0,4.9,2.9,3.8,2.0,4.2,3.8,95,5
E-00334,2024-06-30,3.7,3.9,4.3,4.9,3.8,4.0,3.5,73,6
E-00335,2024-06-30,4.5,4.1,3.9,4.1,2.0,4.1,3.8,82,3
E-00336,2024-06-30,3.9,4.0,3.1,4.7,2.5,4.0,3.0,32,6
E-00337,2024-06-30,3.6,3.6,3.5,3.5,2.8,3.7,3.3,32,3
E-00338,2024-06-30,3.8,4.8,4.5,4.5,4.1,4.1,3.7,41,6
E-00339,2024-06-30,4.2,3.7,4.8,4.6,3.0,3.7,4.4,90,10
E-00340,2024-06-30,3.7,3.4,3.7,4.7,2.9,4.2,4.4,49,7
E-00341,2024-06-30,3.6,3.8,1.6,3.6,2.4,4.0,4.2,47,6
E-00342,2024-06-30,4.1,3.0,3.7,3.9,3.3,3.4,3.2,71,7
E-00343,2024-06-30,4.1,3.7,4.2,4.4,2.7,4.3,3.9,52,4
E-00344,2024-06-30,3.7,3.5,3.7,4.3,2.9,3.8,3.5,94,9
E-00345,2024-06-30,3.8,4.3,4.0,4.3,2.8,3.8,3.8,63,9
E-00346,2024-06-30,4.1,3.7,3.7,4.1,3.4,4.3,4.2,50,4
E-00347,2024-06-30,3.3,4.4,2.6,4.8,3.5,4.0,4.1,61,3
E-00348,2024-06-30,3.3,4.7,2.9,5.2,2.5,4.2,4.3,64,3
E-00349,2024-06-30,3.6,4.4,3.3,4.2,2.6,3.8,3.2,54,1
E-00350,2024-06-30,3.9,3.9,4.2,4.4,2.6,4.2,3.4,92,2
E-00351,2024-06-30,4.2,4.1,3.0,4.2,3.1,4.1,4.4,55,4
E-00352,2024-06-30,4.7,3.2,3.8,4.7,3.5,4.1,4.4,59,3
E-00353,2024-06-30,4.4,3.9,3.7,4.5,3.1,3.9,3.8,60,6
E-00354,2024-06-30,3.9,3.6,4.6,3.8,1.7,4.5,3.8,96,7
E-00355,2024-06-30,4.0,4.3,3.5,4.0,3.5,4.6,4.3,79,4
E-00356,2024-06-30,3.5,5.3,2.3,3.8,2.2,3.3,4.0,28,2
E-00357,2024-06-30,4.0,4.2,4.0,5.3,2.6,4.3,4.0,77,4
E-00358,2024-06-30,3.9,3.0,5.0,4.5,3.1,3.7,3.4,58,3
E-00359,2024-06-30,4.2,3.8,4.0,4.0,2.9,4.2,4.3,32,3
E-00360,2024-06-30,3.6,4.1,2.9,3.9,3.5,3.5,3.7,14,5
E-00361,2024-06-30,4.3,4.0,2.7,4.5,2.6,4.1,3.2,73,4
E-00362,2024-06-30,4.8,3.6,2.8,4.6,2.4,3.7,3.5,42,4
E-00363,2024-06-30,3.9,4.1,4.9,4.5,2.8,3.9,3.6,85,3
E-00364,2024-06-30,4.2,3.4,3.3,4.0,3.6,3.9,4.4,68,6
E-00365,2024-06-30,4.3,3.5,3.0,4.3,3.4,3.8,3.5,61,4
E-00366,2024-06-30,3.8,4.3,3.4,4.2,3.1,3.8,4.0,87,4
E-00367,2024-06-30,4.1,3.5,3.3,3.8,3.8,3.9,3.0,16,4
E-00368,2024-06-30,4.0,4.3,4.6,3.8,3.7,4.0,4.2,52,6
E-00369,2024-06-30,4.0,3.3,2.8,4.4,3.5,4.1,3.5,57,7
E-00370,2024-06-30,3.6,4.9,4.3,4.3,2.3,4.6,4.0,51,7
E-00371,2024-06-30,4.0,3.6,3.6,4.4,3.5,3.7,4.0,71,9
E-00372,2024-06-30,4.2,3.9,4.3,4.5,2.9,4.0,4.1,29,1
E-00373,2024-06-30,4.7,4.2,4.6,4.8,2.8,4.2,3.9,46,4
E-00374,2024-06-30,4.5,3.7,3.6,3.9,2.6,3.8,4.6,87,1
E-00375,2024-06-30,5.1,4.1,3.3,4.5,2.9,3.3,3.9,50,5
E-00376,2024-06-30,3.6,4.3,3.5,4.5,2.6,3.4,4.7,50,4
E-00377,2024-06-30,4.4,4.5,3.4,4.1,3.1,3.3,4.1,96,5
E-00378,2024-06-30,4.1,4.4,2.3,4.2,2.9,4.5,3.9,14,5
E-00379,2024-06-30,5.1,3.9,4.6,4.1,3.1,4.2,4.2,42,3
E-00380,2024-06-30,3.6,3.9,3.7,5.0,3.3,4.2,3.9,57,5
E-00381,2024-06-30,3.6,5.2,2.7,4.2,2.8,4.3,4.0,53,3
E-00382,2024-06-30,3.7,4.5,2.1,4.4,2.6,3.8,3.9,83,8
E-00383,2024-06-30,2.9,3.5,1.9,4.1,1.8,4.7,3.9,19,6
E-00384,2024-06-30,3.7,4.0,4.0,4.0,3.5,4.1,4.6,70,6
E-00385,2024-06-30,3.6,3.8,3.1,3.7,3.0,4.0,4.7,20,5
E-00386,2024-06-30,4.1,3.9,3.2,4.6,2.9,4.3,3.9,67,6
E-00387,2024-06-30,4.2,3.4,3.8,4.5,3.7,4.2,4.3,92,5
E-00388,2024-06-30,4.9,3.8,3.1,4.1,2.2,4.4,4.3,60,1
E-00389,2024-06-30,4.5,4.9,3.9,3.8,3.0,4.4,4.2,24,2
E-00390,2024-06-30,3.7,4.3,3.6,4.3,2.4,3.9,4.0,14,5
E-00391,2024-06-30,3.6,2.8,3.4,4.0,3.4,4.1,4.1,70,8
E-00392,2024-06-30,4.2,4.6,2.4,4.1,1.7,3.7,4.0,22,7
E-00393,2024-06-30,3.3,4.5,2.9,3.7,3.5,3.5,3.5,54,3
E-00394,2024-06-30,4.9,3.8,3.9,4.3,3.5,4.3,3.8,32,12
E-00395,2024-06-30,4.6,4.4,3.0,4.3,2.4,4.3,3.3,25,6
E-00396,2024-06-30,3.8,3.6,4.3,4.6,3.0,3.4,4.0,45,6
E-00397,2024-06-30,3.1,3.8,5.1,4.1,2.5,3.8,4.0,19,4
E-00398,2024-06-30,4.7,4.7,4.0,4.1,3.3,4.0,4.1,54,3
E-00399,2024-06-30,3.9,3.9,4.5,3.6,3.5,4.0,3.5,12,5
E-00400,2024-06-30,4.6,3.1,4.0,4.6,2.4,4.6,4.2,46,4
E-00401,2024-06-30,3.2,4.0,3.1,4.6,2.2,3.8,4.0,17,4
E-00402,2024-06-30,3.7,4.0,3.6,4.2,3.7,3.9,4.7,10,4
E-00403,2024-06-30,4.0,4.6,4.9,3.7,4.2,4.2,4.1,92,8
E-00404,2024-06-30,4.0,4.0,3.1,3.7,3.3,3.9,3.6,81,5
E-00405,2024-06-30,3.8,3.8,2.8,4.0,3.3,3.8,3.3,96,5
E-00406,2024-06-30,4.3,4.5,2.7,4.6,2.8,3.8,3.9,74,4
E-00407,2024-06-30,3.5,4.1,3.3,4.3,3.1,4.1,3.4,39,1
E-00408,2024-06-30,3.9,3.6,2.8,3.6,3.2,3.9,3.5,77,3
E-00409,2024-06-30,4.1,4.6,4.7,4.4,2.9,4.2,3.4,94,4
E-00410,2024-06-30,4.3,4.1,3.7,3.9,3.8,4.1,3.6,94,12
E-00411,2024-06-30,4.4,4.0,4.2,4.0,3.1,3.1,4.4,46,4
E-00412,2024-06-30,3.4,4.1,3.3,4.6,3.2,3.5,3.4,93,7
E-00413,2024-06-30,3.2,3.5,2.7,4.5,2.9,3.8,3.6,37,4
E-00414,2024-06-30,4.6,3.7,2.6,4.6,3.0,4.3,3.2,98,5
E-00415,2024-06-30,4.2,4.0,2.9,4.2,3.7,3.8,3.1,64,4
E-00416,2024-06-30,3.6,3.9,3.7,4.6,3.1,4.1,3.7,71,1
E-00417,2024-06-30,4.8,4.6,3.9,4.0,3.1,4.2,3.9,24,3
E-00418,2024-06-30,4.1,4.1,3.9,4.1,3.1,4.2,3.3,76,4
E-00419,2024-06-30,4.6,4.4,2.5,4.1,2.8,3.8,3.2,25,8
E-00420,2024-06-30,4.0,4.0,3.5,4.2,2.2,3.7,3.1,52,4
E-00421,2024-06-30,5.0,4.5,2.8,3.7,3.9,3.6,3.9,99,8
E-00422,2024-06-30,4.9,4.2,3.8,4.1,3.6,4.9,4.2,30,4
E-00423,2024-06-30,3.9,4.0,3.8,4.8,3.7,4.1,3.2,81,8
E-00424,2024-06-30,4.5,4.0,2.7,3.8,2.4,4.6,3.5,52,5
E-00425,2024-06-30,4.3,3.5,4.2,3.7,3.9,3.8,4.2,16,4
E-00426,2024-06-30,4.7,4.3,5.1,3.7,4.2,4.4,3.7,16,2
E-00427,2024-06-30,3.5,4.0,4.1,5.3,3.6,3.9,3.8,62,6
E-00428,2024-06-30,4.3,3.7,3.4,4.4,4.0,4.0,4.0,67,9
E-00429,2024-06-30,4.5,4.6,3.3,4.1,3.5,3.9,3.6,28,3
E-00430,2024-06-30,3.1,3.4,3.4,4.2,2.5,3.7,3.5,36,10
E-00431,2024-06-30,3.4,3.8,3.0,4.3,3.3,3.7,3.9,29,5
E-00432,2024-06-30,3.0,4.5,3.7,3.9,2.4,4.0,3.2,40,7
E-00433,2024-06-30,3.9,4.2,2.7,4.0,2.6,3.8,3.2,11,8
E-00434,2024-06-30,4.4,4.0,2.2,4.1,3.2,4.0,3.5,94,5
E-00435,2024-06-30,4.8,4.1,3.7,3.9,3.1,3.7,4.1,70,2
E-00436,2024-06-30,4.0,4.1,3.5,4.0,3.3,4.2,4.3,68,4
E-00437,2024-06-30,4.8,3.2,3.1,4.3,1.9,3.9,3.6,40,6
E-00438,2024-06-30,3.3,3.8,2.6,3.8,2.9,4.5,4.1,83,7
E-00439,2024-06-30,3.1,4.8,3.7,5.2,3.3,4.0,4.4,65,4
E-00440,2024-06-30,4.0,3.7,2.8,4.5,3.4,4.0,3.8,78,7
E-00441,2024-06-30,4.2,3.8,3.4,3.7,3.5,4.5,4.1,45,6
E-00442,2024-06-30,4.0,3.7,4.7,3.2,3.2,3.9,4.5,39,5
E-00443,2024-06-30,3.0,4.0,4.0,3.9,2.8,3.9,3.5,32,3
E-00444,2024-06-30,4.0,3.7,2.5,4.5,3.3,3.8,3.7,48,4
E-00445,2024-06-30,3.3,4.2,2.6,4.4,2.8,4.1,4.4,82,3
E-00446,2024-06-30,4.3,4.1,3.6,4.2,3.5,3.8,3.4,93,8
E-00447,2024-06-30,4.2,4.4,2.5,4.0,3.3,4.2,3.9,79,8
E-00448,2024-06-30,3.5,3.5,2.1,3.8,3.0,4.0,3.5,46,6
E-00449,2024-06-30,3.7,3.8,3.9,4.0,2.5,4.3,4.3,75,8
E-00450,2024-06-30,3.5,3.9,3.7,3.8,3.7,4.2,3.3,68,6
E-00451,2024-06-30,4.0,4.2,3.8,4.0,3.3,3.8,3.8,91,4
E-00452,2024-06-30,4.5,3.6,3.7,4.7,4.3,3.8,3.4,78,1
E-00453,2024-06-30,3.5,4.5,3.5,3.9,3.3,3.9,3.2,23,5
E-00454,2024-06-30,4.3,4.6,3.0,4.4,3.4,4.0,3.0,92,4
E-00455,2024-06-30,3.7,3.5,3.9,4.5,2.1,4.1,3.7,60,2
E-00456,2024-06-30,3.6,3.8,4.6,3.8,3.2,4.1,4.0,19,7
E-00457,2024-06-30,3.9,3.7,3.1,3.9,2.8,4.0,3.8,58,4
E-00458,2024-06-30,3.5,5.3,2.8,4.6,3.5,3.8,3.9,62,7
E-00459,2024-06-30,3.7,3.8,2.7,3.8,3.2,3.8,3.6,62,1
E-00460,2024-06-30,3.4,4.8,2.9,4.2,3.6,4.2,4.2,98,4
E-00461,2024-06-30,5.0,3.4,3.6,5.0,4.3,3.8,4.1,55,4
E-00462,2024-06-30,4.0,3.5,2.0,4.6,2.5,4.2,3.9,68,2
E-00463,2024-06-30,3.7,3.7,3.8,4.2,3.6,4.2,3.9,74,3
E-00464,2024-06-30,4.1,3.6,4.0,4.5,3.4,4.5,3.6,63,5
E-00465,2024-06-30,3.9,3.9,2.2,4.2,4.2,3.9,4.6,67,6
E-00466,2024-06-30,3.9,3.6,2.8,4.6,3.4,3.9,4.1,48,5
E-00467,2024-06-30,4.3,3.6,3.6,3.4,3.4,3.3,3.8,83,4
E-00468,2024-06-30,4.4,4.6,3.4,4.1,3.5,3.7,3.7,66,2
E-00469,2024-06-30,3.7,4.6,3.9,3.4,3.6,3.7,3.6,78,5
E-00470,2024-06-30,3.7,4.5,3.4,4.3,3.9,4.2,3.7,88,5
E-00471,2024-06-30,3.9,4.3,4.4,4.1,2.5,4.5,3.9,33,7
E-00472,2024-06-30,2.8,4.0,3.3,4.7,2.8,4.2,3.1,60,6
E-00473,2024-06-30,3.2,3.8,2.8,4.5,4.0,4.3,3.7,96,2
E-00474,2024-06-30,4.7,3.5,2.8,4.0,1.8,3.8,3.7,10,4
E-00475,2024-06-30,4.8,4.2,4.0,4.0,2.9,3.6,3.8,87,5
E-00476,2024-06-30,3.9,3.4,3.5,4.4,3.1,3.9,3.9,20,5
E-00477,2024-06-30,4.3,3.5,3.9,4.0,2.9,3.8,3.8,82,0
E-00478,2024-06-30,4.2,4.6,3.9,4.2,3.9,3.7,4.0,94,4
E-00479,2024-06-30,5.5,5.0,2.1,4.7,3.3,4.1,3.7,80,2
E-00480,2024-06-30,4.6,4.2,2.7,3.9,2.8,3.6,4.2,80,5
E-00481,2024-06-30,3.9,4.6,2.8,4.0,2.6,4.2,4.1,84,8
E-00482,2024-06-30,3.5,3.9,2.9,4.1,3.2,3.9,4.7,14,8
E-00483,2024-06-30,3.2,3.3,3.2,5.5,3.7,4.0,4.1,68,4
E-00484,2024-06-30,4.1,4.3,4.2,4.4,3.1,4.0,3.5,21,6
E-00485,2024-06-30,3.6,4.3,4.3,4.7,2.9,3.9,3.7,61,5
E-00486,2024-06-30,3.3,4.0,3.3,4.5,2.6,4.4,3.6,74,5
E-00487,2024-06-30,3.7,3.9,3.3,4.5,3.2,3.5,3.8,17,6
E-00488,2024-06-30,3.5,4.5,3.0,4.4,3.2,4.4,4.2,63,2
E-00489,2024-06-30,4.8,3.5,3.6,4.3,2.6,3.9,3.7,42,8
E-00490,2024-06-30,4.4,3.6,3.6,3.6,3.6,4.3,3.6,51,5
E-00491,2024-06-30,4.0,3.5,4.1,4.3,4.0,4.1,4.0,75,10
E-00492,2024-06-30,4.7,4.0,4.1,4.2,3.0,4.3,3.5,77,2
E-00493,2024-06-30,4.0,3.5,1.9,4.4,3.2,4.0,3.5,44,3
E-00494,2024-06-30,3.6,3.7,3.4,4.2,2.3,4.1,4.0,31,1
E-00495,2024-06-30,4.8,3.6,4.5,4.5,3.4,4.3,3.1,48,4
E-00496,2024-06-30,4.3,3.9,3.2,4.6,3.3,4.0,3.6,14,4
E-00497,2024-06-30,3.5,3.3,4.3,3.0,2.8,4.4,4.1,17,4
E-00498,2024-06-30,3.9,4.0,3.3,4.0,2.6,4.1,3.1,71,5
E-00499,2024-06-30,3.6,4.6,3.6,3.5,4.1,3.8,3.1,60,8
E-00500,2024-06-30,3.3,4.1,2.7,4.3,3.2,3.9,3.2,43,7
E-00501,2024-06-30,4.5,4.8,2.7,4.1,2.4,4.3,2.7,50,3
E-00502,2024-06-30,5.0,4.7,4.0,4.7,3.5,3.6,4.6,29,6
E-00503,2024-06-30,3.3,4.4,4.1,4.3,3.1,4.2,3.8,91,4
E-00504,2024-06-30,4.3,4.0,3.5,4.0,3.0,3.9,3.5,36,4
E-00505,2024-06-30,3.7,4.0,2.6,4.6,3.6,3.6,3.3,92,7
E-00506,2024-06-30,3.8,4.4,3.5,4.1,1.4,4.1,4.7,82,4
E-00507,2024-06-30,3.7,3.8,4.4,4.0,1.9,3.8,4.1,93,6
E-00508,2024-06-30,3.6,3.1,4.7,4.4,3.8,3.8,3.7,80,8
E-00509,2024-06-30,4.0,4.2,3.3,4.8,2.9,3.8,4.3,25,7
E-00510,2024-06-30,3.6,3.4,2.3,4.5,2.7,4.0,4.0,87,3
E-00511,2024-06-30,4.1,3.5,4.1,4.4,2.2,3.9,3.6,82,6
E-00512,2024-06-30,4.0,4.0,3.3,5.3,3.1,4.1,3.6,16,6
E-00513,2024-06-30,3.9,4.0,4.2,3.9,3.2,4.3,3.6,30,3
E-00514,2024-06-30,3.5,3.3,3.7,3.9,3.9,4.2,3.4,54,7
E-00515,2024-06-30,3.7,4.1,2.9,4.3,3.2,4.5,4.2,87,3
E-00516,2024-06-30,4.4,4.5,3.5,4.8,2.8,4.6,3.6,36,9
E-00517,2024-06-30,4.3,3.4,4.4,3.8,3.2,3.9,4.3,86,6
E-00518,2024-06-30,3.5,4.6,3.4,4.9,3.7,3.7,3.5,11,4
E-00519,2024-06-30,4.0,3.2,2.8,3.6,3.5,3.9,3.6,80,4
E-00520,2024-06-30,4.4,5.1,2.4,4.2,3.4,4.0,3.6,22,4
E-00521,2024-06-30,3.2,3.8,3.0,4.3,3.2,4.7,3.4,88,5
E-00522,2024-06-30,4.3,4.1,3.2,3.8,2.7,3.9,3.6,28,4
E-00523,2024-06-30,3.7,3.1,4.1,4.0,2.4,4.1,4.0,82,3
E-00524,2024-06-30,4.3,4.0,2.7,4.5,2.3,3.8,4.3,63,11
E-00525,2024-06-30,3.6,4.1,4.6,4.8,3.2,3.9,3.9,67,7
E-00526,2024-06-30,3.1,4.0,2.6,3.4,3.3,3.6,3.3,19,5
E-00527,2024-06-30,3.2,3.7,5.1,4.3,3.7,3.6,3.6,12,6
E-00528,2024-06-30,4.0,3.5,4.7,4.2,3.3,4.4,3.6,26,5
E-00529,2024-06-30,4.1,4.6,3.6,4.2,3.6,4.3,4.5,19,5
E-00530,2024-06-30,3.5,4.0,2.3,4.1,2.9,3.9,4.2,98,6
E-00531,2024-06-30,4.3,4.8,3.5,3.7,3.5,4.3,4.3,52,7
E-00532,2024-06-30,3.2,3.7,3.2,4.8,2.4,3.6,3.5,60,1
E-00533,2024-06-30,4.0,3.8,2.6,4.7,3.0,3.9,3.3,59,6
E-00534,2024-06-30,3.4,4.4,3.7,4.2,1.9,4.1,4.0,10,4
E-00535,2024-06-30,3.7,3.2,2.9,4.0,3.0,4.4,3.6,29,3
E-00536,2024-06-30,4.0,3.4,3.0,4.0,3.7,4.1,3.9,96,8
E-00537,2024-06-30,3.6,4.5,3.4,3.2,3.0,4.2,4.0,72,11
E-00538,2024-06-30,3.8,3.4,3.1,4.3,3.4,3.9,3.6,89,8
E-00539,2024-06-30,4.5,3.1,5.0,4.5,3.2,4.1,4.2,51,5
E-00540,2024-06-30,3.7,4.9,3.1,4.3,2.7,4.4,3.2,63,5
E-00541,2024-06-30,4.4,3.3,3.8,4.2,2.9,3.5,3.8,66,6
E-00542,2024-06-30,3.4,4.1,3.6,4.3,3.7,4.3,4.1,55,4
E-00543,2024-06-30,4.3,4.0,3.7,3.9,3.4,3.9,4.5,23,4
E-00544,2024-06-30,4.7,2.6,3.8,4.0,2.6,3.6,3.9,85,6
E-00545,2024-06-30,2.8,3.9,4.1,4.1,2.2,3.9,4.3,63,6
E-00546,2024-06-30,3.6,4.2,3.7,4.5,3.1,4.4,4.3,13,7
E-00547,2024-06-30,4.3,4.2,3.7,4.8,2.7,3.9,4.7,72,6
E-00548,2024-06-30,3.9,4.5,3.5,4.1,2.9,4.1,3.9,30,7
E-00549,2024-06-30,4.2,3.8,3.4,3.8,2.1,3.5,4.6,10,5
E-00550,2024-06-30,3.7,4.4,2.9,4.2,3.6,3.5,4.1,69,5
E-00551,2024-06-30,4.0,3.7,3.5,5.0,2.9,3.7,3.2,32,6
E-00552,2024-06-30,3.9,3.3,3.7,3.8,3.0,4.3,3.8,25,3
E-00553,2024-06-30,4.6,3.4,3.8,4.6,2.5,4.0,3.4,23,5
E-00554,2024-06-30,4.1,3.3,3.6,4.7,2.8,4.3,4.4,86,3
E-00555,2024-06-30,4.2,4.5,3.3,4.1,3.1,4.3,3.9,11,5
E-00556,2024-06-30,3.8,3.2,3.5,3.9,2.6,3.8,3.3,86,7
E-00557,2024-06-30,3.8,4.1,3.1,4.4,2.9,4.5,4.2,16,6
E-00558,2024-06-30,3.8,3.9,3.7,4.3,3.8,3.8,4.3,87,7
E-00559,2024-06-30,4.2,3.9,3.3,4.5,1.9,4.3,3.6,92,5
E-00560,2024-06-30,3.8,4.7,3.6,5.0,3.1,4.3,3.6,79,10
E-00561,2024-06-30,4.1,3.8,4.2,4.3,2.5,4.0,3.9,87,8
E-00562,2024-06-30,5.0,4.3,3.0,3.7,3.8,4.0,3.1,99,9
E-00563,2024-06-30,4.4,4.0,3.9,4.2,2.9,4.1,4.1,21,5
E-00564,2024-06-30,3.8,3.9,3.5,4.3,2.4,4.0,4.5,33,5
E-00565,2024-06-30,4.6,5.1,4.9,4.7,2.9,3.9,3.5,31,6
E-00566,2024-06-30,3.8,3.3,3.3,4.1,3.2,3.9,4.5,55,2
E-00567,2024-06-30,3.0,4.6,4.0,4.0,4.7,3.9,4.2,94,3
E-00568,2024-06-30,3.5,4.3,3.5,3.7,1.7,4.4,3.8,39,3
E-00569,2024-06-30,3.1,3.8,2.5,4.4,2.3,3.5,4.1,13,3
E-00570,2024-06-30,3.8,4.8,3.1,5.5,3.8,3.9,4.4,47,4
E-00571,2024-06-30,4.0,3.1,4.1,4.1,2.1,3.9,3.9,84,5
E-00572,2024-06-30,4.8,3.7,3.2,4.4,3.0,3.9,4.0,53,6
E-00573,2024-06-30,4.2,3.4,1.9,4.0,2.7,4.1,3.6,89,8
E-00574,2024-06-30,3.9,4.2,3.5,3.7,2.6,3.6,3.8,34,3
E-00575,2024-06-30,4.4,3.4,2.7,4.4,2.9,4.3,4.1,77,8
E-00576,2024-06-30,2.9,4.2,3.6,4.2,2.8,4.3,3.7,83,14
E-00577,2024-06-30,4.1,3.9,4.6,3.2,3.6,4.2,3.6,89,3
E-00578,2024-06-30,4.4,3.8,4.0,4.8,3.8,3.9,4.3,65,6
E-00579,2024-06-30,3.3,4.2,4.6,4.4,3.3,3.8,4.0,13,5
E-00580,2024-06-30,4.6,3.9,3.1,4.2,2.9,3.9,3.6,73,4
E-00581,2024-06-30,4.2,3.5,3.4,4.0,3.2,4.0,4.5,91,5
E-00582,2024-06-30,3.8,5.4,2.8,4.4,3.5,4.2,4.6,54,4
E-00583,2024-06-30,4.3,3.8,3.0,4.4,3.6,4.0,4.2,92,6
E-00584,2024-06-30,5.1,2.9,2.9,4.4,3.2,4.1,3.3,22,4
E-00585,2024-06-30,4.1,3.6,2.6,4.6,3.9,3.9,4.0,28,5
E-00586,2024-06-30,4.1,3.4,4.5,4.7,2.6,4.1,4.0,18,5
E-00587,2024-06-30,3.8,4.4,2.0,5.0,3.7,3.9,3.2,97,3
E-00588,2024-06-30,3.6,4.2,4.5,3.9,3.4,4.1,4.3,99,3
E-00589,2024-06-30,4.4,4.2,4.4,4.0,2.6,3.5,3.9,77,6
E-00590,2024-06-30,3.6,3.8,3.8,4.3,3.1,4.1,4.2,69,4
E-00591,2024-06-30,4.0,3.9,2.7,3.9,3.2,4.2,3.7,71,5
E-00592,2024-06-30,3.8,3.8,2.4,4.0,2.9,4.2,4.0,42,4
E-00593,2024-06-30,4.2,4.0,3.1,4.4,2.9,3.7,4.0,40,7
E-00594,2024-06-30,4.2,4.4,3.9,4.6,2.1,3.8,3.9,71,2
E-00595,2024-06-30,4.5,4.2,3.5,4.7,2.6,3.7,4.0,88,9
E-00596,2024-06-30,3.7,4.3,2.8,4.1,2.9,4.1,3.7,85,3
E-00597,2024-06-30,3.9,4.2,4.3,4.4,2.7,4.2,3.3,84,2
E-00598,2024-06-30,3.5,4.4,4.7,4.3,2.5,3.8,3.0,54,5
E-00599,2024-06-30,3.8,4.1,3.3,4.2,3.6,4.4,3.6,59,3
E-00600,2024-06-30,4.2,4.2,3.6,3.9,2.9,4.4,4.1,96,5
E-00601,2024-06-30,4.4,4.6,2.4,3.8,4.3,4.0,3.4,22,6
E-00602,2024-06-30,3.5,3.7,3.2,4.5,3.1,4.1,4.2,45,4
E-00603,2024-06-30,4.4,3.6,3.9,3.9,3.6,3.5,4.4,19,2
E-00604,2024-06-30,4.7,3.4,3.7,3.5,2.9,3.8,4.0,59,2
E-00605,2024-06-30,4.2,4.1,3.1,4.2,2.6,3.6,3.7,55,4
E-00606,2024-06-30,4.9,3.1,3.3,4.8,3.2,3.7,4.2,69,4
E-00607,2024-06-30,3.6,4.2,3.2,3.1,3.8,4.2,4.3,31,4
E-00608,2024-06-30,3.4,3.9,3.3,4.1,2.9,4.2,3.7,96,4
E-00609,2024-06-30,3.1,4.6,3.8,4.5,3.3,4.2,3.8,69,4
E-00610,2024-06-30,4.7,3.7,2.1,3.5,3.2,4.1,3.5,43,3
E-00611,2024-06-30,4.3,3.9,3.4,4.1,2.9,4.2,3.9,82,10
E-00612,2024-06-30,4.0,4.6,3.7,3.7,3.0,3.5,3.0,11,5
E-00613,2024-06-30,4.1,4.7,3.1,3.8,2.4,3.6,3.7,93,1
E-00614,2024-06-30,3.4,3.7,3.2,4.0,3.0,3.9,3.5,62,2
E-00615,2024-06-30,5.2,4.1,3.2,3.8,3.4,4.2,3.8,81,4
E-00616,2024-06-30,4.1,4.1,3.2,3.7,3.2,3.9,3.5,37,4
E-00617,2024-06-30,4.1,4.2,3.5,4.2,3.1,3.6,3.0,70,4
E-00618,2024-06-30,4.4,3.9,3.6,5.1,3.4,3.8,3.5,93,7
E-00619,2024-06-30,4.2,4.6,2.0,4.5,3.1,3.7,3.6,53,4
E-00620,2024-06-30,4.1,3.1,4.0,4.6,3.0,3.5,4.2,16,5
E-00621,2024-06-30,3.6,3.8,3.3,4.5,3.4,4.7,3.5,82,5
E-00622,2024-06-30,4.2,4.2,4.9,3.9,3.1,4.4,3.5,41,6
E-00623,2024-06-30,4.9,4.2,2.7,4.3,2.9,3.4,3.3,70,5
E-00624,2024-06-30,4.7,4.7,2.9,4.6,3.3,3.4,4.3,38,9
E-00625,2024-06-30,4.8,4.6,3.4,4.5,3.0,3.8,3.7,36,7
E-00626,2024-06-30,3.7,3.9,3.8,4.3,2.8,3.6,3.9,57,4
E-00627,2024-06-30,3.5,4.6,2.1,4.4,3.1,4.7,3.2,62,0
E-00628,2024-06-30,3.9,3.6,2.9,5.2,3.1,3.8,3.1,36,4
